trial,learning_rate,mean,std,count,sem,ci_lower,ci_upper
58,0.1,0.2181322497518153,0.05663850667661584,500,0.002532951021459774,0.21316766574975415,0.22309683375387646
59,0.1,0.21796684139526795,0.05814999095035542,500,0.002600546653119846,0.21286976995515305,0.22306391283538285
60,0.1,0.21817691131453626,0.05703011495033144,500,0.0025504642758713628,0.2131780013338284,0.22317582129524413
61,0.1,0.21862254389006086,0.058083714002270026,500,0.002597582657894643,0.21353128188058737,0.22371380589953435
62,0.1,0.21770639285606935,0.05732969931857742,500,0.0025638620961192494,0.21268122314767562,0.22273156256446308
63,0.1,0.21685869276894845,0.05946805920829876,500,0.0026594924575947666,0.2116460875520627,0.2220712979858342
64,0.1,0.21617138691094254,0.0590017303425606,500,0.002638637596721549,0.2109996572213683,0.22134311660051678
65,0.1,0.2168285085317158,0.05893371138899954,500,0.0026355956966431305,0.21166274096629528,0.22199427609713634
66,0.1,0.21538358127659732,0.058884210946554556,500,0.0026333819695586644,0.21022215261626234,0.2205450099369323
67,0.1,0.21562833470266052,0.059481699198836294,500,0.0026601024565158543,0.21041453388788944,0.2208421355174316
68,0.1,0.21581607007932266,0.060384825469185964,500,0.002700491491171209,0.21052310675662708,0.22110903340201823
69,0.1,0.21605907994734103,0.059108990382925365,500,0.0026434344115520486,0.21087794850069902,0.22124021139398303
70,0.1,0.21584795715733082,0.058102349821522827,500,0.0025984160770679563,0.21075506164627764,0.220940852668384
71,0.1,0.21558232660892576,0.05718874587298568,500,0.002557558466399131,0.21056951201478347,0.22059514120306806
72,0.1,0.21410929819806243,0.056658247335318795,500,0.0025338338505553827,0.20914298385097388,0.21907561254515098
73,0.1,0.2155575048116628,0.05807641358426638,500,0.0025972561732762367,0.2104668827120414,0.22064812691128421
74,0.1,0.21555442503912375,0.05762547021866056,500,0.0025770893728862933,0.21050332986826661,0.2206055202099809
75,0.1,0.21530458089159452,0.05950671839794079,500,0.0026612213491146596,0.21008858704732977,0.22052057473585926
76,0.1,0.2140850845823832,0.058653549791259335,500,0.0026230664890984894,0.20894387426375016,0.21922629490101625
77,0.1,0.21497632333446362,0.058613184777597756,500,0.0026212613108092895,0.20983865116527742,0.22011399550364982
78,0.1,0.21581095814744936,0.058550419974450915,500,0.002618454383480675,0.21067878755582722,0.2209431287390715
79,0.1,0.21585500337515248,0.057549561891023476,500,0.0025736946492731965,0.21081056186257702,0.22089944488772795
80,0.1,0.21638073580300296,0.05844797806618253,500,0.0026138730420680167,0.21125754464054966,0.22150392696545626
81,0.1,0.2156296858951228,0.05797813281235732,500,0.0025928609235388407,0.21054767848498668,0.22071169330525892
82,0.1,0.21511298421537212,0.056828903640636294,500,0.0025414658325449606,0.21013171118358398,0.22009425724716025
83,0.1,0.2155866723915053,0.056653326229042816,500,0.002533613771992231,0.21062078939840054,0.22055255538461008
84,0.1,0.21432188600004543,0.05747593515493763,500,0.002570401961536209,0.20928389815543447,0.21935987384465638
85,0.1,0.2137290410314179,0.056716214776304175,500,0.002536426233325883,0.20875764561409918,0.21870043644873663
86,0.1,0.2128716656534721,0.05477628992414187,500,0.0024496701565123605,0.20807031214670788,0.21767301916023632
87,0.1,0.21383957130699138,0.054322357573396575,500,0.002429369684643305,0.2090780067250905,0.21860113588889227
88,0.1,0.21430426382424644,0.05428784042619778,500,0.002427826030892788,0.20954572480369657,0.21906280284479632
89,0.1,0.21336156321597644,0.054781326257081826,500,0.0024498953881685816,0.208559768255166,0.21816335817678686
90,0.1,0.21345516779719853,0.05397730762967608,500,0.002413938582047475,0.20872384817638548,0.21818648741801158
91,0.1,0.21483911959649102,0.055749747324413367,500,0.002493204494916506,0.20995243878645467,0.21972580040652737
92,0.1,0.2151363319414168,0.05602451544214835,500,0.0025054924987026076,0.2102255666439597,0.2200470972388739
93,0.1,0.21464190890811882,0.05686059592296485,500,0.002542883154497936,0.20965785792530287,0.21962595989093478
94,0.1,0.21308396659687165,0.05702359426523041,500,0.0025501726619684474,0.2080856281794135,0.2180823050143298
95,0.1,0.214245269323574,0.05842775289795544,500,0.0026129685450477736,0.20912385097528036,0.21936668767186762
96,0.1,0.21398073446326393,0.05857895357353373,500,0.002619730444824513,0.20884606279140788,0.21911540613511998
97,0.1,0.21348682028303317,0.059384737654834256,500,0.0026557662044440168,0.2082815185223229,0.21869212204374344
98,0.1,0.21282435849285736,0.059748460102944906,500,0.0026720323668223776,0.2075871750538855,0.21806154193182922
99,0.1,0.212236588880884,0.0578691881649768,500,0.0025879887707922888,0.2071641308901311,0.2173090468716369
100,0.1,0.21192517007113773,0.05517038974131786,500,0.0024672948361348754,0.20708927219231338,0.21676106794996208
101,0.1,0.21243302506514633,0.05477161454873984,500,0.002449461067367975,0.2076320813731051,0.21723396875718756
102,0.1,0.2626374023603594,0.06485887026651697,500,0.002900576857195437,0.2569522717202563,0.26832253300046244
103,0.1,0.30887260329731114,0.07350013266330717,500,0.00328702585980815,0.3024300326120872,0.3153151739825351
104,0.1,0.3514590457166019,0.0760024531320773,500,0.003398933033201333,0.3447971369715273,0.3581209544616765
105,0.1,0.3848108121691976,0.07731027681218956,500,0.003457420686227632,0.37803426762419146,0.39158735671420375
106,0.1,0.41349298243707655,0.07918095309167908,500,0.003541079872724331,0.4065524658865369,0.4204334989876162
107,0.1,0.43926622482196953,0.07484414847845651,500,0.003347132074318324,0.4327058459563056,0.44582660368763344
108,0.1,0.459739664093156,0.0740585676503289,500,0.0033119998316480455,0.45324814442312583,0.4662311837631861
109,0.1,0.4793993372407897,0.07226498831132343,500,0.0032317885251469383,0.4730650317315017,0.4857336427500777
110,0.1,0.4957512998487396,0.06990700687045949,500,0.003126336389317845,0.4896236805256766,0.5018789191718026
111,0.1,0.5114828234488895,0.06942842688985748,500,0.0031049336419319124,0.5053971535107029,0.5175684933870761
112,0.1,0.5253118139567627,0.0665362432621491,500,0.002975591258032555,0.5194796550910189,0.5311439728225066
113,0.1,0.5384452355924637,0.06577157935552477,500,0.002941394448529504,0.5326801024733459,0.5442103687115816
114,0.1,0.5492177577548939,0.06370656773896792,500,0.002849044321550547,0.5436336308846548,0.554801884625133
115,0.1,0.5596107566666937,0.06141499020751652,500,0.002746561858829817,0.5542274954233872,0.5649940179100001
116,0.1,0.5669625734245223,0.060442018238632995,500,0.0027030492295773093,0.5616645969345507,0.5722605499144938
117,0.1,0.5744870516137739,0.05912517894921987,500,0.0026441583862459044,0.5693045011767319,0.5796696020508159
118,0.1,0.5809724815396037,0.05875173603261399,500,0.0026274575113009735,0.5758226648174538,0.5861222982617535
119,0.1,0.5874665207349635,0.05745012906008921,500,0.002569247877889911,0.5824307948942993,0.5925022465756278
120,0.1,0.5938733194583743,0.05762015079238948,500,0.002576851480911425,0.588822690555788,0.5989239483609606
121,0.1,0.6001376406206952,0.055994601961030004,500,0.002504154727158122,0.5952294973554653,0.6050457838859251
122,0.1,0.6059404771180639,0.055810197299380894,500,0.0024959078999818173,0.6010484976340995,0.6108324566020282
123,0.1,0.6113266752556089,0.053939889154636746,500,0.0024122651769714286,0.6065986355087449,0.6160547150024729
124,0.1,0.6146560738857588,0.05390151185460667,500,0.0024105488919382253,0.6099313980575599,0.6193807497139577
125,0.1,0.6184845176143928,0.05274895196897703,500,0.0023590048468900802,0.6138608681144883,0.6231081671142974
126,0.1,0.623249272986506,0.052315673239786246,500,0.002339628033056574,0.6186636020417151,0.6278349439312969
127,0.1,0.6276970753395608,0.051947607924308845,500,0.0023231676517452265,0.6231436667421402,0.6322504839369814
128,0.1,0.6320912991185883,0.050861081515247285,500,0.0022745767135450186,0.6276331287600401,0.6365494694771365
129,0.1,0.6348216031016545,0.04984941597831418,500,0.002229333655323494,0.6304521091372204,0.6391910970660886
130,0.1,0.6369099943633553,0.050438812438224075,500,0.0022556922663246187,0.632488837521359,0.6413311512053516
131,0.1,0.6387824251094525,0.05090402699353537,500,0.0022764972937205866,0.6343204904137602,0.6432443598051448
132,0.1,0.64096370016727,0.05024711385358753,500,0.0022471192449958627,0.6365593464470781,0.6453680538874619
133,0.1,0.6443127006576073,0.05000976930627008,500,0.002236504874158048,0.6399291511042575,0.648696250210957
134,0.1,0.6459703728125031,0.04983929588961953,500,0.0022288810711983023,0.6416017659129545,0.6503389797120518
135,0.1,0.6484779079941663,0.04913569026517737,500,0.0021974148710862253,0.6441709748468373,0.6527848411414953
136,0.1,0.6503634308486473,0.05043652484709235,500,0.0022555899621391137,0.6459424745228547,0.65478438717444
137,0.1,0.6526706282471793,0.048587052675467285,500,0.0021728790521741573,0.6484117853049179,0.6569294711894406
138,0.1,0.6543241922458707,0.048188890245933216,500,0.0021550726870036645,0.6501002497793436,0.6585481347123978
139,0.1,0.6565365553455845,0.049266715107389794,500,0.0022032744801647884,0.6522181373644615,0.6608549733267075
140,0.1,0.6588474993798645,0.04897540569453359,500,0.002190246727172148,0.6545546157946072,0.6631403829651219
141,0.1,0.659825742284485,0.04905016194376556,500,0.0021935899282726603,0.6555263060250706,0.6641251785438994
142,0.1,0.6616885206266204,0.04890169022175272,500,0.002186950071009517,0.6574020984874418,0.665974942765799
143,0.1,0.6638881186298594,0.048261920406060796,500,0.002158338695052724,0.659657774787556,0.6681184624721628
144,0.1,0.6659380483818441,0.04794761777956309,500,0.0021442826542856118,0.6617352543794444,0.6701408423842439
145,0.1,0.6680757183935296,0.046694419500346585,500,0.0020882379234533344,0.6639827720635612,0.6721686647234981
146,0.1,0.6691465783346136,0.04758802725686197,500,0.002128201277229124,0.6649753038312445,0.6733178528379826
147,0.1,0.6711420382044394,0.04737752709620764,500,0.00211878742385917,0.6669892148536755,0.6752948615552034
148,0.1,0.6724335936174848,0.04709157068746624,500,0.00210599906448822,0.6683058354510879,0.6765613517838817
149,0.1,0.6742604278184954,0.047498946310350315,500,0.0021242174561911225,0.6700969616043608,0.6784238940326299
150,0.1,0.6755047225566941,0.04761882425636273,500,0.0021295785609168586,0.6713307485772971,0.6796786965360911
151,0.1,0.6768789252010674,0.04741369857832477,500,0.002120405061716386,0.6727229312801033,0.6810349191220315
152,0.1,0.6778123164180407,0.047145063807242406,500,0.002108391349531181,0.6736798693729596,0.6819447634631218
153,0.1,0.6792492517579275,0.04634258892273871,500,0.00207250358169145,0.6751871447378123,0.6833113587780427
154,0.1,0.681061451460315,0.047201458202065005,500,0.002110913383538647,0.6769240612285793,0.6851988416920508
155,0.1,0.6823010573733479,0.04651499433126302,500,0.0020802137859544296,0.6782238383528773,0.6863782763938185
156,0.1,0.6828087440788688,0.04649305334350556,500,0.002079232555152046,0.6787334482707709,0.6868840398869668
157,0.1,0.6839148106434291,0.04636052450307282,500,0.0020733056852283095,0.6798511315003816,0.6879784897864766
158,0.1,0.6856118432399585,0.04659173215535008,500,0.0020836456057765113,0.6815278978526366,0.6896957886272804
159,0.1,0.6865487761668728,0.047122500168542115,500,0.0021073822729321093,0.6824183069119258,0.6906792454218198
160,0.1,0.6871544193688999,0.04684231035714732,500,0.002094851803634477,0.6830485098337763,0.6912603289040234
161,0.1,0.6876252482942165,0.047746455405720874,500,0.0021352863994370834,0.6834400869513197,0.6918104096371132
162,0.1,0.6882253764376994,0.04766779487983032,500,0.00213176859377634,0.6840471099938978,0.692403642881501
163,0.1,0.6901907869974222,0.04649232947567933,500,0.0020792001827987226,0.6861155546391366,0.6942660193557078
164,0.1,0.6917681383440604,0.04669102580203645,500,0.002088086152651003,0.6876754894848645,0.6958607872032563
165,0.1,0.6928726922322933,0.046585945482648695,500,0.0020833868179060346,0.6887892540691974,0.6969561303953892
166,0.1,0.6941430145308325,0.04534608178724444,500,0.0020279384277908743,0.6901682552123624,0.6981177738493026
167,0.1,0.6955547012916586,0.04577025159419998,500,0.0020469078782379855,0.6915427618503122,0.6995666407330051
168,0.1,0.6958224550389377,0.04561509855299423,500,0.0020399692232969478,0.6918241153612756,0.6998207947165997
169,0.1,0.6952900712492135,0.04552309050999197,500,0.002035854498524352,0.6912997964321058,0.6992803460663212
170,0.1,0.6961639538362132,0.04628590166688054,500,0.0020699684505403144,0.6921068156731542,0.7002210919992722
171,0.1,0.6974986558084807,0.0469433521760858,500,0.0020993705311488104,0.693383889567429,0.7016134220495324
172,0.1,0.6985376491698811,0.04777094458418836,500,0.0021363815887924117,0.694350341255848,0.7027249570839142
173,0.1,0.699126454516782,0.047606876603560694,500,0.0021290442456401203,0.6949535277953274,0.7032993812382367
174,0.1,0.7002559675198144,0.04724325752451505,500,0.0021127827060668817,0.6961149134159234,0.7043970216237055
175,0.1,0.7012794083458987,0.04690221097196994,500,0.0020975306405672254,0.697168248290387,0.7053905684014105
176,0.1,0.7027881088345352,0.04571443592398536,500,0.0020444117255817933,0.698781061852395,0.7067951558166755
177,0.1,0.7041269301277959,0.0462078913570192,500,0.0020664797234243985,0.7000766298698841,0.7081772303857078
178,0.1,0.7040362294359453,0.04648476944380801,500,0.0020788620878951962,0.6999616597436707,0.70811079912822
179,0.1,0.7048089061379351,0.04639540053857864,500,0.0020748653889518438,0.7007421699755895,0.7088756423002808
180,0.1,0.7057082742588391,0.046370823189086925,500,0.002073766256468439,0.701643692396161,0.7097728561215172
181,0.1,0.705727680683688,0.045839362714744314,500,0.0020499986215087515,0.7017096833855309,0.7097456779818451
182,0.1,0.7057770300353632,0.04657562050690028,500,0.0020829250709532444,0.7016944968962948,0.7098595631744316
183,0.1,0.7059779668247699,0.0466032684372668,500,0.002084161523987979,0.7018930102377534,0.7100629234117863
184,0.1,0.7066908015865806,0.046059608349985987,500,0.0020598483057517117,0.7026534989073072,0.710728104265854
185,0.1,0.7071640786302064,0.04621878349706673,500,0.002066966834735733,0.7031128236341243,0.7112153336262884
186,0.1,0.7074817153732879,0.04646046175520969,500,0.002077775015013561,0.7034092763438613,0.7115541544027144
187,0.1,0.7082780094762519,0.046433116347249795,500,0.002076552091192145,0.7042079673775152,0.7123480515749885
188,0.1,0.7083275016403539,0.046920344398345,500,0.0020983415920480175,0.7042147521199398,0.7124402511607679
189,0.1,0.7088692248517806,0.047488063507928904,500,0.002123730762471123,0.7047067125573372,0.713031737146224
190,0.1,0.7107833256547411,0.046966840584853994,500,0.00210042096472259,0.7066665005638848,0.7149001507455974
191,0.1,0.7121821929628398,0.047173681349154326,500,0.0021096711649124613,0.7080472374796114,0.7163171484460682
192,0.1,0.7126603211262328,0.0472725618439036,500,0.002114093235070625,0.7085166983854944,0.7168039438669712
193,0.1,0.7126630085888587,0.046223507400864956,500,0.002067178094135973,0.7086113395243522,0.7167146776533652
194,0.1,0.7125811475105451,0.046400513758034216,500,0.0020750940590775744,0.7085139631547531,0.7166483318663371
195,0.1,0.7119209400102735,0.046723596776544564,500,0.0020895427709128737,0.7078254361792843,0.7160164438412627
196,0.1,0.7113910243971752,0.046920354659093264,500,0.0020983420509226303,0.7072782739773668,0.7155037748169836
197,0.1,0.7114977157593829,0.04716068901902693,500,0.0021090901302454417,0.7073638991041018,0.715631532414664
198,0.1,0.7124542463891214,0.047239142048351085,500,0.0021125986563776335,0.7083135530226212,0.7165949397556215
199,0.1,0.7131644779544093,0.047232274478106816,500,0.002112291529299505,0.7090243865569823,0.7173045693518363
200,0.1,0.7134114442902774,0.047634506748015365,500,0.002130279903264696,0.7092360956798786,0.7175867929006762
1,0.3,0.3333333333333333,0.0,500,0.0,0.3333333333333333,0.3333333333333333
2,0.3,0.33527220722669904,0.055071184932868104,500,0.0024628582622271055,0.3304450050327339,0.3400994094206642
3,0.3,0.3301242213165982,0.07650489127720332,500,0.0034214027501411463,0.32341827192632155,0.3368301707068748
4,0.3,0.3206581550817309,0.092138647387432,500,0.004120565578263627,0.3125818465483342,0.3287344636151276
5,0.3,0.30882883627665514,0.09857457617331451,500,0.004408389063535247,0.3001883937121261,0.3174692788411842
6,0.3,0.300219124472499,0.10906208347890059,500,0.004877404648531569,0.29065941136137713,0.30977883758362085
7,0.3,0.29060744479997874,0.11606315490371502,500,0.005190502080955897,0.28043406072130517,0.3007808288786523
8,0.3,0.2862962345740493,0.11985387204639464,500,0.005360028105246005,0.27579057948776714,0.29680188966033144
9,0.3,0.27927224085550745,0.12250438006418705,500,0.005478562427299846,0.2685342584979997,0.2900102232130152
10,0.3,0.2749590526928393,0.12298919039267846,500,0.005500243804313861,0.2641785748363842,0.28573953054929446
11,0.3,0.26627914176856776,0.12099978707891754,500,0.005411274983429206,0.2556730428010465,0.276885240736089
12,0.3,0.2641195801894444,0.12325994300045753,500,0.0055123522290354485,0.25331536982053493,0.2749237905583539
13,0.3,0.25677675531314553,0.12202055858662225,500,0.00545692527304366,0.24608118177797997,0.2674723288483111
14,0.3,0.2540378119086516,0.12006159172693351,500,0.005369317611764994,0.2435139493895922,0.264561674427711
15,0.3,0.25298671437439324,0.1199767224240371,500,0.005365522141155406,0.24247029097772865,0.2635031377710578
16,0.3,0.24863416062953236,0.11889246538285844,500,0.005317032692172241,0.23821277655287476,0.25905554470618997
17,0.3,0.24228810633999695,0.11692116809730381,500,0.005228873597485021,0.2320395140889263,0.2525366985910676
18,0.3,0.23954714033128055,0.10980389034891161,500,0.004910579260281989,0.22992240498112784,0.24917187568143326
19,0.3,0.2410978960099406,0.11158496815424464,500,0.004990231481200804,0.23131704230678704,0.2508787497130942
20,0.3,0.23626419714499242,0.1128953244886586,500,0.005048832397970746,0.22636848564496975,0.24615990864501508
21,0.3,0.23531708291302772,0.11280321063280709,500,0.005044712941103674,0.22542944554846453,0.2452047202775909
22,0.3,0.23617436285433083,0.10775000041392975,500,0.0048187265100235474,0.22672965889468466,0.245619066813977
23,0.3,0.23553859509316305,0.1091457155785499,500,0.004881144789729907,0.22597155130529242,0.24510563888103368
24,0.3,0.23956417866402233,0.11190076106786649,500,0.0050043541696342285,0.22975564449153923,0.24937271283650542
25,0.3,0.23997915352402993,0.1147112595773853,500,0.005130043483993147,0.22992426829540336,0.2500340387526565
26,0.3,0.2358381308858208,0.11075318169113176,500,0.004953032859715114,0.22613018648077918,0.24554607529086245
27,0.3,0.23507869763079456,0.11260676221219051,500,0.005035927500652251,0.22520827972951615,0.24494911553207296
28,0.3,0.2333205825244416,0.110619797666041,500,0.004947067744770805,0.22362432974469082,0.24301683530419238
29,0.3,0.2336411035540056,0.11140526946689999,500,0.004982195111593403,0.22387600113528253,0.2434062059727287
30,0.3,0.23085734242994244,0.1103912950304061,500,0.004936848796244455,0.2211811187893033,0.24053356607058157
31,0.3,0.22511537754112118,0.10981781288543321,500,0.0049112018950436195,0.2154894218268357,0.23474133325540666
32,0.3,0.22677350061337045,0.11039206903718472,500,0.004936883410879896,0.21709720912804586,0.23644979209869504
33,0.3,0.2273548710604958,0.10609274022135683,500,0.004744611581083599,0.21805543236157193,0.23665430975941965
34,0.3,0.23047539910356718,0.10914562573079553,500,0.004881140771616179,0.22090836319119947,0.2400424350159349
35,0.3,0.2299446049791713,0.10940230692356648,500,0.004892619903527811,0.2203550699682568,0.2395341399900858
36,0.3,0.23229598784289301,0.10932982391702012,500,0.004889378364930786,0.22271280624762868,0.24187916943815735
37,0.3,0.23019754276654292,0.11213886991262659,500,0.005015002720892779,0.22036813743359307,0.24002694809949277
38,0.3,0.22908014821449646,0.10583801247251585,500,0.004733219809840321,0.21980303738720944,0.23835725904178348
39,0.3,0.22971439206062727,0.10485186842669623,500,0.004689118107399134,0.22052372057012498,0.23890506355112956
40,0.3,0.23340810404972454,0.10837789984304225,500,0.004846807026154125,0.22390836227846245,0.24290784582098662
41,0.3,0.2365550824226217,0.11063781212881067,500,0.004947873376037427,0.22685725060558834,0.24625291423965504
42,0.3,0.23544592924059218,0.10767371910007359,500,0.00481531510595964,0.22600791163291128,0.24488394684827308
43,0.3,0.23686803389611602,0.1071569873408126,500,0.004792206159162827,0.22747530982415687,0.24626075796807517
44,0.3,0.23664189858034937,0.10520774697031818,500,0.00470503347970458,0.2274200329601284,0.24586376420057035
45,0.3,0.2394315651079574,0.10707801231927709,500,0.004788674288829269,0.23004576350185205,0.24881736671406277
46,0.3,0.23564996173167202,0.10400212409339113,500,0.004651116385543825,0.22653377361600613,0.2447661498473379
47,0.3,0.23784905151500452,0.10373806532841494,500,0.004639307318572997,0.22875600917060143,0.2469420938594076
48,0.3,0.23536823077580282,0.10414308694887536,500,0.00465742043608713,0.22623968672107206,0.2444967748305336
49,0.3,0.2357930610747979,0.1075962001512704,500,0.004811848353178275,0.22636183830256848,0.2452242838470273
50,0.3,0.24001527262995614,0.1096231723682934,500,0.004902497306493613,0.23040637790922866,0.24962416735068363
51,0.3,0.24107432615105953,0.10914724087513734,500,0.004881213003067014,0.23150714866504818,0.2506415036370709
52,0.3,0.24555058371865132,0.11183601406445606,500,0.005001458595614926,0.23574772487124607,0.2553534425660566
53,0.3,0.24404251205810498,0.10853695030444142,500,0.0048539199790249505,0.23452882889921609,0.2535561952169939
54,0.3,0.2443365383745541,0.10733573512510935,500,0.004800200003093128,0.23492814636849157,0.25374493038061663
55,0.3,0.24636244244374986,0.11205747186660728,500,0.005011362489610082,0.2365401719641141,0.2561847129233856
56,0.3,0.2475844738852885,0.11574081958251861,500,0.005176086807161009,0.23743934374325293,0.2577296040273241
57,0.3,0.24784249457173474,0.11815291829446539,500,0.005283959140928062,0.23748593465551573,0.2581990544879537
58,0.3,0.24783888981083504,0.11711563273534843,500,0.005237570320482774,0.2375732519826888,0.2581045276389813
59,0.3,0.25236366400211513,0.1206731367736279,500,0.005396666737679232,0.24178619719626382,0.26294113080796644
60,0.3,0.2552813118413905,0.11890337288374789,500,0.005317520490441309,0.24485897168012555,0.2657036520026555
61,0.3,0.25996650232333945,0.11763638822850236,500,0.005260859214129747,0.24965521826364515,0.27027778638303374
